selection_view,target,target_scope,experiment_scope,dataset_scope,source_label,model_name,model_family,feature_group,pipeline,variant,control_type,is_control,preprocessing_method,preprocessing_algorithm,features_csv,lag_window,hidden_size,lr,epochs,patience,batch_size,rmse,mae,directional_accuracy,sharpe,n_rows,n_features,n_test_total,artifact_path,source_report_path,source_summary_path,selection_rule,note
global_best,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,Informer,Informer,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0077391294762492,0.0059576891362667,0.5714285714285714,3.1569571975125164,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,hist_gbr,hist_gbr,G3_plus_panel_breadth,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.0203224596874186,0.0140013581645884,0.508581263047185,0.2567728189863966,2461082,22,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G3_plus_panel_breadth_hist_gbr_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,ridge,ridge,G1_price_only,,v4_hampel_ranknorm,,False,v4_hampel_ranknorm,"Denoising: Per-symbol Hampel filter (window=7, n_sigma=3.0) | Normalization: Daily cross-sectional percentile rank scaled to [-1, 1]",data\processed\features\research_features_panel_pre_v4.csv,0,,,120,5,,0.0203715630697479,0.013999990871798,0.5168039774990837,0.5366168392244448,2461082,8,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G1_price_only_ridge_lag0_e120_p5.joblib,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\model_family_results.csv,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,elastic_net,elastic_net,G1_price_only,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.020375929556247,0.0140023082967732,0.5133619109843354,0.2596385185922347,2461082,8,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G1_price_only_elastic_net_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
global_best,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,hist_gbr,hist_gbr,G3_plus_panel_breadth,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.0203224596874186,0.0140013581645884,0.508581263047185,0.2567728189863966,2461082,22,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G3_plus_panel_breadth_hist_gbr_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1_sentiment,deep_daily_sentiment,sp500_index_daily_sentiment,deep_preprocessed_sentiment_h1_best_configs,PatchTST,PatchTST,G2_price_technical,,,,False,daily_preprocessed_finbert_sentiment,Daily price/technical/breadth features merged with FinBERT daily sentiment; deep sequence features are standardized within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0095688626170158,0.0066857640631496,0.5423280423280423,1.4768150353213156,5282,17,378,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G2_price_technical_PatchTST_lag64_h32_lr0.001_e20_p10.pt,reports\deep_preprocessed_sentiment_h1_results_best_configs.csv,reports\deep_preprocessed_sentiment_h1_summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1_sentiment,deep_daily_sentiment,sp500_index_daily_sentiment,deep_preprocessed_sentiment_h1_best_configs,LSTM,LSTM,G3_plus_breadth,,,,False,daily_preprocessed_finbert_sentiment,Daily price/technical/breadth features merged with FinBERT daily sentiment; deep sequence features are standardized within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0096121095120906,0.0067340228706598,0.5370370370370371,1.8882671183127933,5282,22,378,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt,reports\deep_preprocessed_sentiment_h1_results_best_configs.csv,reports\deep_preprocessed_sentiment_h1_summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1_sentiment,deep_daily_sentiment,sp500_index_daily_sentiment,deep_preprocessed_sentiment_h1_best_configs,TFT,TFT,G3_plus_breadth,,,,False,daily_preprocessed_finbert_sentiment,Daily price/technical/breadth features merged with FinBERT daily sentiment; deep sequence features are standardized within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0096337217837572,0.0066932933405041,0.5,0.0708031809160483,5282,22,378,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt,reports\deep_preprocessed_sentiment_h1_results_best_configs.csv,reports\deep_preprocessed_sentiment_h1_summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1_sentiment,deep_daily_sentiment,sp500_index_daily_sentiment,deep_preprocessed_sentiment_h1_best_configs,FEDformer,FEDformer,G2_price_technical,,,,False,daily_preprocessed_finbert_sentiment,Daily price/technical/breadth features merged with FinBERT daily sentiment; deep sequence features are standardized within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0098372874781489,0.006944119464606,0.4947089947089947,-0.0693859394364832,5282,17,378,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G2_price_technical_FEDformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_preprocessed_sentiment_h1_results_best_configs.csv,reports\deep_preprocessed_sentiment_h1_summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1_sentiment,deep_daily_sentiment,sp500_index_daily_sentiment,deep_preprocessed_sentiment_h1_best_configs,GRU,GRU,G2_price_technical,,,,False,daily_preprocessed_finbert_sentiment,Daily price/technical/breadth features merged with FinBERT daily sentiment; deep sequence features are standardized within each train fold only.,,64,32.0,0.001,20,10,64.0,0.009920448064804,0.0069667580537498,0.5185185185185185,0.4097115035050374,5282,17,378,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G2_price_technical_GRU_lag64_h32_lr0.001_e20_p10.pt,reports\deep_preprocessed_sentiment_h1_results_best_configs.csv,reports\deep_preprocessed_sentiment_h1_summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1_sentiment,deep_daily_sentiment,sp500_index_daily_sentiment,deep_preprocessed_sentiment_h1_best_configs,Informer,Informer,G2_price_technical,,,,False,daily_preprocessed_finbert_sentiment,Daily price/technical/breadth features merged with FinBERT daily sentiment; deep sequence features are standardized within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0100428154692053,0.0070426743477582,0.5185185185185185,0.1610650977840292,5282,17,378,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_preprocessed_sentiment_h1_results_best_configs.csv,reports\deep_preprocessed_sentiment_h1_summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
global_best,target_h1,h1_sentiment,deep_daily_sentiment,sp500_index_daily_sentiment,deep_preprocessed_sentiment_h1_best_configs,PatchTST,PatchTST,G2_price_technical,,,,False,daily_preprocessed_finbert_sentiment,Daily price/technical/breadth features merged with FinBERT daily sentiment; deep sequence features are standardized within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0095688626170158,0.0066857640631496,0.5423280423280423,1.4768150353213156,5282,17,378,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G2_price_technical_PatchTST_lag64_h32_lr0.001_e20_p10.pt,reports\deep_preprocessed_sentiment_h1_results_best_configs.csv,reports\deep_preprocessed_sentiment_h1_summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h1,h1_sentiment,panel_sentiment_pipeline,sp500_constituent_panel_sentiment,sentiment_eval_finbert_target_h1,Model_B_price_full_available,ridge,G3_plus_panel_breadth,finbert,,,False,panel_finbert_sentiment_merge,Base S&P 500 constituent panel preprocessing plus daily sentiment merge; FINBERT sentiment features use g5 sentiment columns; sklearn pipelines impute missing values and apply RobustScaler/StandardScaler where model-specific.,data\processed\features\research_features_finbert_target_h1.csv,0,,,300,20,,0.0203816829814614,0.0140060908412409,0.5116302540648787,0.260944676226662,2461082,22,188259,artifacts\models\sentiment_eval_finbert_target_h1\target_h1\target_h1_G3_plus_panel_breadth_ridge_lag0_e300_p20.joblib,reports\sentiment_eval_finbert_target_h1\model_set_results.csv,reports\sentiment_eval_finbert_target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",best configuration on G1+G2+G3 panel features
best_per_model,target_h1,h1_sentiment,panel_sentiment_pipeline,sp500_constituent_panel_sentiment,sentiment_eval_finbert_target_h1,Model_A_price_only,ridge,G1_price_only,finbert,,,False,panel_finbert_sentiment_merge,Base S&P 500 constituent panel preprocessing plus daily sentiment merge; FINBERT sentiment features use g5 sentiment columns; sklearn pipelines impute missing values and apply RobustScaler/StandardScaler where model-specific.,data\processed\features\research_features_finbert_target_h1.csv,0,,,300,20,,0.0203827682438085,0.0140042627832502,0.5108653503949346,0.2082855782171202,2461082,8,188259,artifacts\models\sentiment_eval_finbert_target_h1\target_h1\target_h1_G1_price_only_ridge_lag0_e300_p20.joblib,reports\sentiment_eval_finbert_target_h1\model_set_results.csv,reports\sentiment_eval_finbert_target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",best configuration on G1
best_per_model,target_h1,h1_sentiment,panel_sentiment_pipeline,sp500_constituent_panel_sentiment,sentiment_eval_finbert_target_h1,Model_C_sentiment_only,elastic_net,G5_sentiment_only,finbert,,,False,panel_finbert_sentiment_merge,Base S&P 500 constituent panel preprocessing plus daily sentiment merge; FINBERT sentiment features use g5 sentiment columns; sklearn pipelines impute missing values and apply RobustScaler/StandardScaler where model-specific.,data\processed\features\research_features_finbert_target_h1.csv,0,,,300,20,,0.0203876257963715,0.0140102778871811,0.5125385771729373,0.1417613000865053,2461082,12,188259,artifacts\models\sentiment_eval_finbert_target_h1\target_h1\target_h1_G5_sentiment_only_elastic_net_lag0_e300_p20.joblib,reports\sentiment_eval_finbert_target_h1\model_set_results.csv,reports\sentiment_eval_finbert_target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",Phase 8 baseline if using FinBERT prefix; challenger if using RAG prefix.
global_best,target_h1,h1_sentiment,panel_sentiment_pipeline,sp500_constituent_panel_sentiment,sentiment_eval_finbert_target_h1,Model_B_price_full_available,ridge,G3_plus_panel_breadth,finbert,,,False,panel_finbert_sentiment_merge,Base S&P 500 constituent panel preprocessing plus daily sentiment merge; FINBERT sentiment features use g5 sentiment columns; sklearn pipelines impute missing values and apply RobustScaler/StandardScaler where model-specific.,data\processed\features\research_features_finbert_target_h1.csv,0,,,300,20,,0.0203816829814614,0.0140060908412409,0.5116302540648787,0.260944676226662,2461082,22,188259,artifacts\models\sentiment_eval_finbert_target_h1\target_h1\target_h1_G3_plus_panel_breadth_ridge_lag0_e300_p20.joblib,reports\sentiment_eval_finbert_target_h1\model_set_results.csv,reports\sentiment_eval_finbert_target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",best configuration on G1+G2+G3 panel features
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,FEDformer,FEDformer,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0156987365335226,0.0126475896686315,0.6349206349206349,5.2680830394585385,4962,8,63,artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,PatchTST,PatchTST,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0161675531417131,0.0126772141084074,0.6507936507936508,2.639727065996353,4962,8,63,artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,Informer,Informer,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0162763018161058,0.0131595134735107,0.7301587301587301,5.263514370877044,4962,17,63,artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,GRU,GRU,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0166024193167686,0.0133642936125397,0.6190476190476191,4.222801319531839,4962,24,63,artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,TFT,TFT,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0168020948767662,0.0133845675736665,0.6507936507936508,2.639727065996353,4962,24,63,artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,MambaStock,MambaStock,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0178703181445598,0.0144094359129667,0.5714285714285714,1.63105129520125,4962,17,63,artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,LSTM,LSTM,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0187113024294376,0.0149113852530717,0.4761904761904761,-2.6060031958685244,4962,24,63,artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,NHITS,NHITS,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0190416760742664,0.0149732045829296,0.5873015873015873,4.037087157237144,4962,17,63,artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_NHITS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,Autoformer,Autoformer,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0203832294791936,0.0174701903015375,0.3809523809523809,-0.49439858242012,4962,17,63,artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,NBEATS,NBEATS,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0348491966724395,0.0280104931443929,0.5555555555555556,1.5855452315737053,4962,8,63,artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_NBEATS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
global_best,target_h5,h5,deep_daily_price,sp500_index_daily,deep_torch_h5_best_configs,FEDformer,FEDformer,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0156987365335226,0.0126475896686315,0.6349206349206349,5.2680830394585385,4962,8,63,artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h5_best_configs.csv,reports\deep_torch_model_summary_h5.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
best_per_model,target_h5,h5,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,elastic_net,elastic_net,G2_price_technical,,v3_rollmed_minmax,,False,v3_rollmed_minmax,"Denoising: Per-symbol rolling median denoising (window=5) | Normalization: Per-symbol min-max normalization to [-1, 1]",data\processed\features\research_features_panel_pre_v3.csv,0,,,120,5,,0.0463818202924551,0.0329935172780528,0.5179778921592062,0.5629870972067972,2461082,17,188259,artifacts\models\preprocessing_variants\v3_rollmed_minmax\target_h5\target_h5\target_h5_G2_price_technical_elastic_net_lag0_e120_p5.joblib,reports\preprocessing_variants\v3_rollmed_minmax\target_h5\model_family_results.csv,reports\preprocessing_variants\v3_rollmed_minmax\target_h5\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
